screen_name,status_text,status_created_at
Cookie_do_Jeon,"RT @bts_love_myself: J-Hope sends you love.

Love Myself, and Love Others.

#BTSLoveMyself

제이홉이 보내는 사랑의 메시지.

자신을 사랑하고, 다른 이들을 사랑하세요.

#BT…",Thu Feb 08 18:05:14 +0000 2018
I_eeee2,RT @selle981: 수호랑 머리 너무 커서 다들 같이 셀카찍기 힘들어하는거 너무 웃기고 귀엽ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ https://t.co/lZA0KSYSXv,Sat Feb 10 05:08:13 +0000 2018
shinminwook,문장은 내 마음과 생각을 전달하는 기술이다.,Fri Feb 09 06:32:14 +0000 2018
MingyuS2_0406,"RT @MnetMAMA: [#MCOUNTDOWN] Ep.557｜#SEVENTEEN - #THANKS ♪
World No.1 KPOP Chart Show M COUNTDOWN #Mnet
▶ https://t.co/jqMgWEzmO0 https://t.…",Thu Feb 08 15:10:46 +0000 2018
Bangtan___2013,"WE CAN DO THIS
SUGA SHOOKY
#iHeartAwards #BestFanArmy #BTSARMY @BTS_twt https://t.co/w7n2d5WWvZ",Sat Feb 10 14:06:25 +0000 2018
baekcoooon,"RT @josungkim: This is the first time in over a decade North and South Korea have walked together under a unified flag. For some in Korea,…",Fri Feb 09 12:23:57 +0000 2018
M75TITA,RT @maple140452: ไม่ใช่ว่ามีคนไปตามหาเชือกที่เตนล์ใส่นะ อีเวนนั้นสายสิญจน์😂 #เตนล์ https://t.co/oerQ9naKs8,Fri Feb 09 09:43:09 +0000 2018
chittaenpnct,@NJMNNCT @rljehyun @woingyukhei @PYXChenle01 @rlcjsomi @PYXSICHENG97 @nkmyuta @PLAYMFS @NCTenn_ @manetaeil… https://t.co/RbNMsmZCpV,Thu Feb 08 14:40:42 +0000 2018
CHOCOCHOCO2eyee,RT @okksumon: 인면조 좋아합니다 https://t.co/LtdOOPs9SP,Sat Feb 10 09:29:05 +0000 2018
flowerway_exo,"RT @hardwater0112: 폐막식 티켓 걸고 아이하트 하면 엄청 오르겠지

엑소가 무대 하는 폐막식 티켓 한분 뽑아 결제 해 드립니다. 

95만원 짜리 A석이에요!! 

#iHeartAwards #BestFanArmy #EXOL @weare…",Fri Feb 09 17:27:58 +0000 2018
Syru_Co,@Gamer_Bean 인터넷에 중고 매물 두개가 있긴한데 오늘 주문하면 주말 쉰다고 쳐서 월욜날 오겠네요,Fri Feb 09 00:51:15 +0000 2018
jimin__930309,"RT @insight_co_kr: ""누가 방탄만큼 해 !!"" 👍👍
https://t.co/JdyBP4RxIF",Sat Feb 10 02:23:26 +0000 2018
TarTattbN,RT @luvly_junwelry: มินฮยอนคนเพอร์เฟ็คต์อะไรไม่รู้แต่วันเรียนจบของตัวเองนี่เปรี้ยวมาก ได้ขึ้นไปรับใบจบบนเวทีด้วยแต่ไม่ได้ใส่สูทอยู่คนเดียว…,Thu Feb 08 10:39:04 +0000 2018
btsgirl006,"아무말 명언 제조 도전! (태태어 사용 모드)
#iHeartAwards #BestFanArmy #BTSARMY @BTS_twt",Thu Feb 08 11:46:15 +0000 2018
alexihtymia,@cziwoo @smuterpe A-dick. Tidak mengerti juga?,Sat Feb 10 08:58:24 +0000 2018
JIMIN__NOJAMS,https://t.co/KpuJg7bUr8,Sat Feb 10 08:41:18 +0000 2018
cds060,"RT @ohmy_feminism: ""정말 역겹다. 이래서 기레기 소리 듣는 것"" 안나 파이필드 워싱턴포스트 도쿄지국장이 여자화장실 쫓아가 북한 응원단 사진 찍은 &lt;연합뉴스&gt;를 강하게 비판했습니다. https://t.co/i9MFQ5xpUy",Sat Feb 10 06:06:08 +0000 2018
k_gram__x,RT @aczf0201: 내가 쓰레기 인 건가¿ 막 반에서 돈 걷는 거 넘 시러... 엄청 쓸모 없잖아ㅠ 왜 굳이 이벤트 같은 걸 준비하지 돈 걷은 거 싫어하는 애들 많은데 지들 의견대로 끌고가고 반대하는 애들있으면 엄청 꼽주고^^ 니들 의견대로 하…,Thu Feb 08 14:04:14 +0000 2018
YoosoonY,"RT @HuffPostKorea: 통가 올림픽 선수단의 기수는 평창의 추위를 두려워하지 않았다(사진) 
 https://t.co/dTUhPmdf06 https://t.co/dbOYne1f4I",Fri Feb 09 13:34:36 +0000 2018
baby071408,"RT @KimHyeJ13130724: 너는 너무 아름다워. 너를 너무 그리워.
😌😌
#BestBoyBand #iHeartAwards #BTSARMY #BestFanArmy #BTS https://t.co/fAXWuv50hA",Sat Feb 10 07:28:49 +0000 2018
DobbyGom,"RT @runsugaa: 윤기씌 제가 진짜 큰 욕심 안 부릴게요ㅠㅜ 혹시 필터만 바꿔보실 생각 없으실까요.....?

#iHeartAwards #BestFanArmy #BTSARMY @BTS_twt",Fri Feb 09 08:46:39 +0000 2018
ktrnagnzg_,"Didn't expect Xiao Gui to be that soft. Especially when he's comforting Ruibin. ❤

#IdolProducer",Sat Feb 10 09:04:42 +0000 2018
ASAKURAM0M0,술먹엇더니 어지럽네용 ㅋㅋ 집 가요,Sat Feb 10 13:30:10 +0000 2018
lxbq_,RT @mnet101boys: [🎂] Happy Birthday to Jang Daehyeon of RAINZ! #HappyDaehyeonDay #CaptainDaehyeonDay https://t.co/Vu9Jh1pfDI,Sat Feb 10 15:02:25 +0000 2018
exo_ja_mong,RT @ilovenineExo: 내 인생최고 대통령 문재인 대통령임 엑소 사랑해주셔서 감사합니다❤️ #iHeartAwards #BestFanArmy #Exol #sompiawards @weareoneEXO https://t.co/c50mb1XOnI,Thu Feb 08 11:54:45 +0000 2018
hjlv2378,아 포토피플 다음주 바로 마지막 볼 수 있을듯~,Fri Feb 09 08:18:56 +0000 2018
UmaSVT1004,RT @insight_co_kr: 3만원 이상의 식사를 대접받으면 안되는데 '3만 1천원'짜리 식사를 했다..https://t.co/BKi6vH2fFA,Sat Feb 10 11:28:30 +0000 2018
penguin_pretty1,RT @ahgomida: 시발마코토올렷는데 앙창방반응봐 ㅋㅋㅋㅋㅋㅋ https://t.co/OdB5OD0tK9,Thu Feb 08 10:31:02 +0000 2018
hanninha_twt,"Mano .....

Pão de queijo",Fri Feb 09 23:39:10 +0000 2018
herluv_787,RT @MnetMcountdown: #JBJ~가! 오늘  #엠카운트다운 에서 #조이풀 여러분을 위한 스페셜 스테이지를 선보입니다! #원더풀데이 무대가 보고 싶다면 오늘 저녁 6시 #엠카~로 오세요~~내 곁에 있어 고마워 모든 걸 다 가진 듯한 Joy…,Thu Feb 08 09:40:35 +0000 2018
jyooheon,"RT @BobbyQ1221: 20180208 컬투쇼

#김지원 #바비 #바비큐

예뻐서 감탄하고 있다...😆😆😆 https://t.co/P7twnSIy9Q",Thu Feb 08 13:16:49 +0000 2018
that3701,RT @withMBC: 째알이는 다각도로 봐야 제맛😘 우리 모두 종현이가 선물한 세상에 살고 있죠❣️ #뉴이스트W #JR #아육대 #ISAC https://t.co/an022WgDch,Sat Feb 10 02:01:13 +0000 2018
choco2001a,듀랑고 요즘 인기 있다길래 스샷 봤는데... 그냥 내 스타일이 아니더라 음음 ㅇ.ㅇ,Fri Feb 09 15:35:51 +0000 2018
Dreamerbts33,"RT @BTS_ARMY_I: Retweet!Reply!Vote! We got this!

#iHeartAwards #BestFanArmy #BTSARMY @BTS_twt",Thu Feb 08 10:30:57 +0000 2018
uuujiming,RT @nooni_chimchim: @BTS_KR_VOTE @BTS_twt #BTSARMY #BestFanArmy #iHeartAwards @BTS_twt https://t.co/uaIUo318Li,Fri Feb 09 11:05:57 +0000 2018
kr2stcl,"@rcmeofz ya kan kita gatau gimana ntr wkwk, siapa tau ntr lo jd korbannya dia kan:)))",Sat Feb 10 09:43:19 +0000 2018
Sonic8748,@ayasa_ito 오하아야삿,Sat Feb 10 01:37:18 +0000 2018
hipereki,"RT @firststep_0127: 대한민국이 즐거워야 하는 데 언론이 너무 모른척해.
이렇게 즐거운 성화봉송 이벤트 봤냐. 
로봇봉송, 고싸움 봉송, 한우봉송, 거북선 봉송. 이제 좀 즐기자 이것들아~~ https://t.co/TEERwECMjW",Fri Feb 09 13:48:33 +0000 2018
whitesuga_14,"RT @HITMAN_FANBASE: Remember when Namjoon was scrollin trough pics and a pic of a girl wearing lingerie came up 😂👀😏

RM KOYA 🐨

#iHeartAwar…",Thu Feb 08 13:37:33 +0000 2018
iminchensmind,"RT @exooh0408: 하와유브레드 어디니..? 
도우 언제쯤 볼 수 있니..?

#iHeartAwards #BestFanArmy #EXOL @weareoneEXO https://t.co/uXbJ1tDUHr",Fri Feb 09 12:32:50 +0000 2018
fine_mandarin,"RT @carrotcake0311: #하정우 #암살_쇼케이스 
팬서비스2❤️ 넘 잘생겼잖아 https://t.co/Zdf1oMk2m1",Thu Feb 08 14:56:54 +0000 2018
Bayrambooks,"'그래도 사랑해, 이집트' 이야기 - 이집트의 시와 오아시스  https://t.co/bEoOgFf4QO  https://t.co/cWVxCyqtYS",Sat Feb 10 12:45:24 +0000 2018
goworldme,"RT @parkkwangon: 평창 평화올림픽 개막에 맞춰 현수막을 준비했습니다.

내일부터 경기도 각 지역위원회에서 
국민들께서 보실 수 있도록 진행할 예정입니다.

살펴보시고,의견주시길 부탁드립니다.

시간적 여유가 없어, 미리 상의 드리지 못해…",Thu Feb 08 11:26:13 +0000 2018
got7anteater,@SBS_MTV #더쇼 치명돌 #GOT7 짜이!,Sat Feb 10 03:58:43 +0000 2018
non_receptio,"RT @firststep_0127: 대한민국이 즐거워야 하는 데 언론이 너무 모른척해.
이렇게 즐거운 성화봉송 이벤트 봤냐. 
로봇봉송, 고싸움 봉송, 한우봉송, 거북선 봉송. 이제 좀 즐기자 이것들아~~ https://t.co/TEERwECMjW",Fri Feb 09 14:11:25 +0000 2018
613103_sming,"RT @ONLY_MOMNET_V: 평창올림픽 개회식 
방탄소년단 DNA bgm 

 #iHeartAwards #BestFanArmy #BTSARMY @BTS_twt https://t.co/QjjPHSOY9N",Sat Feb 10 03:15:20 +0000 2018
xo12481485,"RT @totobenee: 인스타 나쁜색기들 .. 왜 맨날 나만 라이브 못봐 왜 나만 맨날 !!!!!!! 왜!!!!!!!!!! 

#EXOL #BestFanArmy #iHeartAwards @weareoneEXO",Fri Feb 09 01:42:23 +0000 2018
BHD_778,"RT @yonhaptweet: [올림픽] 스케이트 신고 나온 김연아, 평창 성화 밝혔다  https://t.co/2GRAKUPHDl #피겨퀸 https://t.co/58rhl2LdOq",Fri Feb 09 13:31:17 +0000 2018
nochu_ynwa,"RT @BTSARMY_Salon: Park Seojoon IG

Photo by taetae♥ I'll write it if you want
Photo by taetae ♥ I'll also write here if you want

#iHeartA…",Fri Feb 09 04:18:13 +0000 2018
qkqksk,"RT @jmjktm: 어마어마했던 이 날의 피 땀 눈물

#iHeartAwards #BestFanArmy 
#BTSARMY @BTS_twt https://t.co/WQRzcitCm6",Fri Feb 09 15:42:14 +0000 2018
taeminkookiexx,BT21 lang 😭😭😭😭,Sat Feb 10 13:38:37 +0000 2018
Levi__Kim,RT @plluto: 고 원하는 대로 캐릭터를 활약시키지 못하냐고 투덜대는 사람들이 있었더랬다... 왜냐하면 그러라고 있는 룰이 아니라서 그렇지... WOD은 ‘정해진 비극적 엔딩’을 향해가는 절망을 RP하는 룰이라서... 어떤 플레이를 할 땐 반드…,Thu Feb 08 12:57:43 +0000 2018
lma6774,"RT @BTSARMY_Salon: I bought a ticket for Olympic ice hockey game  :) I'm going to watch US vs Slovakia on next weekend!

그래도 명색이 한국 올림픽인데 싶…",Thu Feb 08 13:18:38 +0000 2018
ekdbs1124,"RT @BK_1248_LOVER: 🍇🍇🍇🍇🍇🍇🍇🍇🍇🍇🍇🍇🍇
🍇🍇🍇🍇🍇🍇🍇🍇🍇🍇🍇🍇🍇
🍇🍇🍇🍇🍇🍇🍇🍇🍇🍇🍇🍇🍇
🍇🍇🍇🍇🍇🍇🍇🍇🍇🍇🍆🍇🍇
🍇🍇🍇🍇🍇🍇🍇🍇🍇🍇🍇🍇🍇
이글에서 포도말고 다른음식을 발견하셨다면 3초안에 알티를하셔야 티켓팅을 할때 포도알이 넘쳐…",Sat Feb 10 12:03:17 +0000 2018
bbledege,"RT @BTS_ARMY: #BTS @BTS_twt
#BestBoyBand 
#iHeartAwards https://t.co/e0QnAzYnug",Sat Feb 10 14:11:02 +0000 2018
bambi_mtv,"RT @KOONSwk: แดเนียล: พวกเราก็แค่ตัดสินใจที่จะอยู่กับคนที่เราอยู่ด้วยแล้วสบายใจอะครับ

และมีคนบอกว่ามห้แนะนำรูมเมทหน่อย องก็ใช้มือใบ้ ชี้ไป…",Fri Feb 09 10:39:45 +0000 2018
jJxwzzRmb9hDROR,@PenielShin 오빠! 우리 쇼트트랙 금메달 땄어요!,Sat Feb 10 12:53:45 +0000 2018
LoveYue,"RT @_aharen: 간만에 아이하트 알티이벤트!

카운트다운앨범을 추첨해서 보내드릴게용♡ 주말까지만 받고 당발해요! 디브이디버전 블루레이버전 고르시고 혹시라도 1000알티넘으면 한분더뽑아서 원하는 멤버 개인자켓앨범 보내드립니다♡

#iHeartA…",Fri Feb 09 06:47:15 +0000 2018
namjoon_drink,Как я буду сдавать сегодня - одному богу известно,Sat Feb 10 05:38:49 +0000 2018
noputa3366,I liked a @YouTube video https://t.co/EcdJl69xcN 소유(SoYou) X 정기고(JunggiGo) - 썸(Some) feat. 긱스 릴보이 (Lil Boi of,Thu Feb 08 15:59:30 +0000 2018
Rowen_Vries,"RT @Bookistak: 해야야하는 해명 이상으로 해명을 한 것 같습니다. 박씨에게는 이 세 단어를 전하고 싶습니다. 

""대전 모 커플, 합의금, 사진, 2014년""
""누구 하나 불렀어. 오면 우울한 척 해야 하니까 니가 말 좀 많이 해.""

박…",Fri Feb 09 04:38:52 +0000 2018
pparkjhon,@PLAYMFS yuk,Fri Feb 09 09:31:02 +0000 2018
Maldive6076,"RT @talkinbout0320: 180114 

#스트레이키즈 #현진 #황현진 #StrayKids #hyunjin https://t.co/NIqjZDWvBN",Fri Feb 09 14:39:11 +0000 2018
Moon_Seung_hyuk,Antok na ko,Fri Feb 09 12:09:31 +0000 2018
Odob21,"RT @NetflixKR: 대륙을 넘나드는 세계인의 축제
지금 넷플릭스에서 만나보세요

#넷플릭스 #옥자 #기묘한이야기 #빌어먹을세상따위
#나르코스 #스타트렉디스커버리 #절찬축제중 https://t.co/QrHjjn9SZC",Thu Feb 08 16:26:00 +0000 2018
L_X_L_R,"RT @power_sf: 짧은 사회생활중에 느끼는건데 오타쿠랑 협업 힘들다는게 진짜 무슨 만화 나오는거처럼 라노벨 말투 쓰면서 미유키쨩 하악대고 이래서 힘든게 아니고, 일코는 다들 하는데 커뮤니케이션이 지능배틀 인줄 아는게 문제임 데스노트 노겜노라…",Fri Feb 09 23:43:56 +0000 2018
exol_900326_,"RT @innocence_sh: #SEHUN #세훈

180209  ICN

✈️✈️✈️

#iHeartAwards #BestFanArmy #EXOL @weareoneEXO https://t.co/4l5McDf1pZ",Fri Feb 09 09:54:38 +0000 2018
real_etoile,"RT @0_0194: ☁️특전스티커 재고판매(35SET)
📌입금폼: https://t.co/sCxj2fLBVO

특전 스티커의 재고가 나눔을 하고도 
너무 많이 남아 싼 가격으로 판매하게되었습니다. 
-입금 후에 폼 작성해주세요! 

문의사항은 DM…",Fri Feb 09 10:37:44 +0000 2018
MaxBants,"@ramzpaul I'm pretty sure white supremacists love #BlackPanther because the politics are 100% their own, only there… https://t.co/DhyH3gBFzN",Thu Feb 08 22:16:05 +0000 2018
lani174,RT @sibauchi: 왼쪽은 조선 민화의 양식화된 호랑이고 오른쪽은 일본 일류화가가 호피랑 호랑이 뼈를 참고해 열심히 연구해서 그린 것이고 둘 다 발이 솜방망이다 https://t.co/PCkiHblVdm,Sat Feb 10 04:02:00 +0000 2018
2294_8564,"RT @dytpqdlxn: 자기들의 기득권 때문에 좋은일도 못하게 하는 사람들이 나쁜거지...

#반국가_반사회_반종교 #광화문광장 #한기총부패 #CBS아웃 #한기총급감 https://t.co/zPADQl3sPk",Sat Feb 10 13:18:15 +0000 2018
twictorhugo,@stephanyayon Brócoli dioso,Fri Feb 09 21:54:06 +0000 2018
fluffykookmin_,"RT @bts_love_myself: To love other, first we need to love ourselves.

How about posting your own self-loving photo with #BTSLoveMyself hash…",Thu Feb 08 13:29:17 +0000 2018
DaeDuTwit,"@BM_0813 ㅎㅎ 덕질 할때 유일한 자랑거리입니다ㅋㅋㅋ

축하 감사해요~",Sat Feb 10 07:19:52 +0000 2018
VTOKSWATER_04,"RT @ONLY_MOMNET_V: 우리 태형잌ㅋㅋㅋㅋㅋ
물병 한번에 세워서 놀랬엌ㅋㅋㅋㅋㅋ

 #iHeartAwards #BestFanArmy #BTSARMY @BTS_twt https://t.co/EubFM4TaqX",Sat Feb 10 08:55:48 +0000 2018
jjangji__,RT @yaebyeol: 님들 수학숙제 어려울때 콴다라는 앱쓰세요! 이런식으로 앱들어가서 사진찍으면 풀이나오더라고요.. 왜방금 알았을까 https://t.co/pGeMtE2zrb,Sat Feb 10 10:41:25 +0000 2018
justseuregi,Quanzhe imut disegala sisi https://t.co/h8yUyh7OZK,Fri Feb 09 07:51:39 +0000 2018
wif_so,RT @Bookistak: 대응시작합니다.,Thu Feb 08 13:39:41 +0000 2018
PlumAlyssum,"RT @Hyarara_412: 180210  대만 엘리시온
찬열 😘😘😘😘😘
#iHeartAwards #BestFanArmy #EXOL @weareoneEXO https://t.co/Y3QpvXCVYj",Sat Feb 10 13:42:58 +0000 2018
jyjyjy_jy,"RT @varo_fini: 일본 기자, 한국 깎아내리려 KTX에 도시락 없다고 광광거린 거 넘 웃김, 너희나 ‘기차 도시락’ 특화되어 있지, 서울~강릉 1시간 반, 기차 내려 강릉 동해 평창 등 강원도 맛있는 거 천지인데 뭐하러 기차에서 도시락 따위…",Fri Feb 09 08:35:05 +0000 2018
Doglover111Kim,RT @insight_co_kr: 3만원 이상의 식사를 대접받으면 안되는데 '3만 1천원'짜리 식사를 했다..https://t.co/BKi6vH2fFA,Sat Feb 10 10:39:36 +0000 2018
lya8414,"RT @dytpqdlxn: 기사처럼 사회적인 존경을 받고 있는 목사가 돈 때문에 끼어있다면... 
암.. 반드시 처벌해야 겠지.. 

#강제개종교육 #화순펜션사망사건 #인권문제 #강제개종목사 https://t.co/YaAz7UPfNl",Fri Feb 09 18:05:45 +0000 2018
prksooyng_,@BitiesJhope Dua duanya,Sat Feb 10 14:07:45 +0000 2018
Stokedkorean,@koryoinleiden @iblh72 goed werk!,Fri Feb 09 12:43:28 +0000 2018
SourSweet_07,"RT @JinDiaries: E quem não quer?
A saga ""Kim Seokjin; O humilde"" Part 7

RM KOYA
#iHeartAwards #BestFanArmy #BTSARMY @BTS_twt https://t.co/…",Fri Feb 09 03:28:05 +0000 2018
NoItsElle,"RT @HITMAN_FANBASE: I DIED 😭😏

JUNGKOOK DAY

#iHeartAwards #BestFanArmy #BTSARMY @BTS_twt https://t.co/iGyK2AmGFU",Thu Feb 08 17:41:47 +0000 2018
0707_0524,"RT @FuocoLeone2016: @JUNGTW_LEO 
택운시❤❤❤❤❤🐝
오늘도 너무너무 보고싶다

(180125 엘알도쿄콘 #Eclipse #빅스엘알 #VIXXLR #정택운 #레오 ) https://t.co/mYL6aoVyf8",Fri Feb 09 06:33:22 +0000 2018
______bjj,@bts_rumina1209 るん頑張って♡♡♡,Fri Feb 09 07:49:59 +0000 2018
harumuns,"RT @bori_the_rabbit: 김보리가 두 마리
김보리가 두 마리 https://t.co/7E4zoQIJ4D",Sat Feb 10 04:37:07 +0000 2018
vi_pan_xx,RT @withMBC: 입술밖에 안 보이는 거 엠빅만 그런 거 아니죠;; #빅스 #혁 #켄 #라비 https://t.co/WQk3eB9W4m,Thu Feb 08 10:27:34 +0000 2018
pakjueun02294,"RT @hyunjung04222: #EXOL #iHeartAwards #BestFanArmy @weareoneEXO
세훈이도 일어나고 싶어요 눈ㅅ눈 https://t.co/UenVk537HU",Fri Feb 09 12:40:09 +0000 2018
chae6yoon,"RT @howinjjang: 돈다발 행운 셔틀입니다~ 😈 

알티하고 돈기운 받아가세요~~@

졸업자분들 졸업만세~!!! 키키 https://t.co/X9biEwoIsz",Fri Feb 09 04:10:17 +0000 2018
Phaniiicha,RT @ACT_III97: ถ้าบยองกนมีเสื้อลายสก็อตสีเขียวเป็นเสื้อตัวโปรด โนอาก็มีเสื้อลายสก็อตสีแดงเป็นตัวโปรด 😁 บยองกนชอบสะสมรองเท้ามั้ย? โนอาน่าจะไ…,Fri Feb 09 07:07:00 +0000 2018
boris0522,"RT @comwoori: 컴우리 주말 기습 이벤트 입니다.
아이락스 핑크 키보드 펜타그래프 제품 진행할께요.
RT버튼 눌러주시면 한분 추첨해서 드릴게요. 마감은 2월 12일(월) 낮 12시 입니다.
PS. 모든 택배 업무는 월요일에 마감됩니다. 참고…",Sat Feb 10 10:46:57 +0000 2018
offenbach84,"RT @redparco: 미친 년, 씨발 년 등등 쌍욕 왔고. 아줌마, 여편네 왔고. 빨래나 개라, 고기나 구워라 왔고. 성희롱(담엔 꼭 싸 줄게(?) 등등) 왔고. 안철수 지지자냐 홍준표 지지자냐 왔고. 이제 뭐가 남았나. 두세 가지 더 와야지?…",Sat Feb 10 04:37:19 +0000 2018
LUV2JIMIN,"RT @somsom_0613: 헐.....
기대도 안했는데...
명견만리 당첨돼써

#iHeartAwards #BestFanArmy #BTSARMY  @BTS_twt https://t.co/WkqjQWLqDa",Thu Feb 08 08:04:35 +0000 2018
byeolheneunbahm,RT @yonhaptweet: [올림픽] 개막식 달군 드론은 인텔 슈팅스타…기네스북 신기록  https://t.co/paeeVw51DM #평창 #동계올림픽 https://t.co/bmczqdtqKT,Fri Feb 09 14:19:32 +0000 2018
markdamnx,RT @MB_destiny9397: ตอนแรกก็นึกว่าแฝด แต่ที่ไหนได้ เขาแฟนกัน 😆😆😆😆😆  #MarkBam https://t.co/oNPbgVL1br,Thu Feb 08 08:32:00 +0000 2018
no_chu_97,"RT @Studio_Vom: 안니..ㅋㅋㅋㅋㅋㅋ 이거 너무 귀여운거 아니야..?
#iHeartAwards #BTS #BestBoyBand 
@BTS_twt https://t.co/UOBzStuxlp",Fri Feb 09 11:30:33 +0000 2018
BongHee_hoaRP,"RT @LuisDo_hoaRP: Pinagkatiwala niya ang buhay. 

#TRDTagumpay",Thu Feb 08 14:17:54 +0000 2018
suHe0UIWA7kxs2M,"RT @Hope_utopia: 🎉Happy J-Hope Day🎉

어제 회사방문하고 호석의 생일 선물을 전달완료 했습니다~~
지지해 주신분들이 진심으로 감사합니당💚

#BTS #방탄소년단 #제이홉 #JHOPE #정호석 #호비 #happyjhopeda…",Sat Feb 10 10:41:21 +0000 2018
miingukk,@jisuweeeg iya cuka👶,Thu Feb 08 07:52:03 +0000 2018
scottetwo_,RT @luvly_junwelry: เทคนิคใหม่เรียกยอดรีจากแฟนไซต์ exo ลงรูปเบลอๆแล้วให้รีทวิตตามจำนวนที่กำหนด ถ้าถึงแล้วจะลงรูปจริงให้ 55555555 ก็นับคะแนน…,Sat Feb 10 01:32:37 +0000 2018
chloe_2032,@Leporem226 ㅋㅋㅋㅋ 나도 이제와서 이걸 얻게될줄은... ㅋㅋ,Fri Feb 09 13:32:18 +0000 2018
lorriexxi,@jaycel_lyjace uyyy magbibirthday sya? Hahaha,Fri Feb 09 04:18:55 +0000 2018
LiaBarrameda,nasanay na ako na wala ka bahalakajan hahahahahaha,Sat Feb 10 01:43:15 +0000 2018
angelcrazyforn1,"RT @ARMY_TREND: @BTS_twt 오빠, 나는 다시 사랑에 빠졌어, 널 사랑해💓

#iHeartAwards #BTSARMY #BestFanArmy @BTS_twt https://t.co/fJJfV4VZbU",Fri Feb 09 04:38:07 +0000 2018
borntobeat0327,"RT @qlrvkdlqlrvkdl: 1218개의 드론으로 구현한 오륜기
CG 아니고 실화 맞냐? ㄷㄷㄷㄷㄷ
국뽕 차오른다~~~~ https://t.co/hMNuqBCs7I",Sat Feb 10 02:34:32 +0000 2018
gjkim1981,"RT @sinbi2010: 8년 6개월만에 남북이 청와대에서 만났다. 지난 이명박 박근혜 정부가 계속 남북관계를  발전 시켰다면 지금 쯤 얼마나 발전 됐을까 생각하면 이명박근혜를 영구 추방하고 싶다. 한 놈은 땅에 미쳤고, 한놈은 뽕에 미쳤다. 이들…",Sat Feb 10 06:22:10 +0000 2018
masitnun_gogi,"@HQ_water1110 음...
간단하게 미꾸라지가 헤엄치는 모습을 상상하면 돼",Fri Feb 09 08:06:01 +0000 2018
KahngCristian,"RT @HuffPostKorea: 통가 올림픽 선수단의 기수는 평창의 추위를 두려워하지 않았다(사진) 
 https://t.co/dTUhPmdf06 https://t.co/dbOYne1f4I",Fri Feb 09 20:37:54 +0000 2018
Fern_1397,"RT @bts_love_myself: J-Hope sends you love.

Love Myself, and Love Others.

#BTSLoveMyself

제이홉이 보내는 사랑의 메시지.

자신을 사랑하고, 다른 이들을 사랑하세요.

#BT…",Thu Feb 08 09:43:26 +0000 2018
dyodyohi,RT @HuffPostKorea: 전 세계가 평창 '논스탑 댄스' 자원봉사자들에 찬사를 보냈다 https://t.co/nZoF9lHe9Z https://t.co/VzJ6a5jtX6,Sat Feb 10 03:50:05 +0000 2018
firststep_0127,"&lt;조선일보&gt;
""올림픽 전날 북한 열병식, 평창과 무관"" 해명 급급한 통일장관
--
정은이가 열병식 대폭 축소하고 중계방송도 안하니까 벼르고 벼르던 조선일보가 입을 꽈악 다물었음. ㅋㅋㅋ https://t.co/U0U8aCQdUQ",Thu Feb 08 08:47:39 +0000 2018
pinole2515,"RT @sws060700: 평창에 동시통역한다고 가있는 딸래미가 보낸사진.
김여정은 도착했고 동시에 김정은이랑 트럼프는 도착 둘은 짝퉁이라고.
진짜인줄 알고 깜놀~~~ㅋㅋ https://t.co/uG8WBKuBf7",Fri Feb 09 09:16:26 +0000 2018
army9712,RT @Lovesince1997: TT I miss you. Thank you my Jungkook baby @BTS_twt ❤️Is this the best way to say good luck to me 😭😰I love you so much..…,Sat Feb 10 11:32:02 +0000 2018
Cheri729Cpfl,@HyunheeJeon 아베베 바카바카시ㅡ나 오 마에 요구시테구다사이,Thu Feb 08 12:57:02 +0000 2018
Yoko2556,RT @GRAYISMINE_: ทำไมคนเกาหลีเค้าลดความอ้วนเก่งกันจังวะ... https://t.co/f1v8Vjq7Cq,Sat Feb 10 08:11:19 +0000 2018
Y_dhkdl,"RT @overaction_kor: [작가님으로부터 받은 설날 선물]

설날이 코코코코앞! 😍
설날에는 맛있는 떡국도 먹고 
어르신들에게 새배도 하쟈!

모두 새해복많이받아~!
올해도 나랑 함께하자~! 오버♥

#오버액션토끼 #오버액션 #오버토끼 #…",Fri Feb 09 12:56:07 +0000 2018
bbyeup,RT @joankeem: I always feel so empty when I finish watching a Korean drama series...,Thu Feb 08 14:45:50 +0000 2018
ihskje_mel,"RT @btob_sa_dang: RT이벤트) 3분을 뽑아 슬로건을보내드립니다!

♨️허타존 슬로건 부산콘 현장판매♨️

두장 1000원 
관심있으신분은 마음 눌러주세요💕

많은 사랑과 관심 부탁드립니다

실제도안엔 ‘사랑해당신을’ 글씨가 없습니다.…",Fri Feb 09 10:42:24 +0000 2018
kocjba020,"RT @himelcone07: 초등학생 때 듣는 말 ""미리미리 공부 열심히 해 둬라""
중학생 때 ""한눈팔지 말고 지금 열심히 공부 해둬야 한다
고등학생 때 ""학생의 본분은 공부다. 공부만 열심히 해라""
대학생 때 ""전공도 챙기고 자격증도 따고 외국어…",Fri Feb 09 05:25:53 +0000 2018
estelle10004,#수원여행 수원하면 행궁을 빠트릴 수 없지 #앙부일구 도 있네  일명 해시계 :D https://t.co/n3hIorEUHa,Sat Feb 10 00:11:49 +0000 2018
